000000	00:00:00
001B74	MiraLink
001B75	Hypermedia
001B76	Ripcode
001B77	Intel
001B78	HewlettPacka
001B79	FaiveleyTran
001B7A	Nintendo
001B7B	Tintometer
001B7C	ARCambridge
001B7D	CXRAndersonJ
001B7E	Beckmann
001B7F	TMNTechnolog
001B80	LORD
001B81	DATAQInstrum
001B82	TaiwanSemico
001B83	Finsoft
001B84	ScanEngineer
001B85	Everllence
001B86	BoschAccess
001B87	DeepsoundTec
001B88	DivinetAcces
001B89	EMZAVisualSe
001B8A	2MElectronic
001B8B	NECPlatforms
001B8C	JMicronTechn
001B8D	ElectronicCo
001B8E	HuluSweden
001B8F	Cisco
001B90	Cisco
001B91	Efkon
001B92	lacoustics
001B93	JCDecauxDNT
001B94	TEMpA
001B95	Video
001B96	GeneralSensi
001B97	ViolinTechno
001B98	SamsungElect
001B99	KSSystem
001B9A	ApolloFireDe
001B9B	HoseMcCannCo
001B9C	SATELsp
001B9D	NovusSecurit
001B9E	AskeyCompute
001B9F	Calyptech
001BA0	Awox
001BA1	Åmic
001BA2	IDSImagingDe
001BA3	FlexitGroup
001BA4	SAEAfikim
001BA5	MyungMin
001BA6	intotech
001BA7	LoricaSoluti
001BA8	UBI&MOBI
001BA9	Brotherindus
001BAA	XenICs
001BAB	Telchemy
001BAC	CurtissWrigh
001BAD	iControl
001BAE	MicroControl
001BAF	NokiaDanmark
001BB0	BharatElectr
001BB1	WNC
001BB2	IntellectInt
001BB3	Condalo
001BB4	Airvod
001BB5	Cherry
001BB6	BirdElectron
001BB7	AltaHeightsT
001BB8	BluewayElect
001BB9	ElitegroupCo
001BBA	NortelNetwor
001BBB	RFTech
001BBC	SilverPeak
001BBD	FMCKongsberg
001BBE	ICOPDigital
001BBF	SagemcomBroa
001BC0	JuniperNetwo
001BC1	HOLUXTechnol
001BC2	IntegratedCo
001BC3	Mobisolution
001BC4	Ultratec
001BC6	StratoRechen
001BC7	StarVediaTec
001BC8	Miura
001BC9	FsnDisplay
001BCA	RunTechnolog
001BCB	Pempek
001BCC	KingtekCctvA
001BCD	DaviscommsPt
001BCE	MeasurementD
001BCF	Dataupia
001BD0	IdentecSolut
001BD1	Sogestmatic
001BD2	ULTRAXASIAPA
001BD3	PanasonicAVC
001BD4	Cisco
001BD5	Cisco
001BD6	KelvinHughes
001BD7	CiscoSPVTG
001BD8	FLIR
001BD9	EdgewaterWir
001BDA	UTStarcom
001BDB	ValeoVECS
001BDC	Vencer
001BDD	Commscope
001BDE	RenkusHeinz
001BDF	IskraSistemi
001BE0	TELENOTELECT
001BE1	ViaLogy
001BE2	AhnLab
001BE3	HealthHeroNe
001BE4	Townet
001BE5	802automatio
001BE6	Vr
001BE7	PostekElectr
001BE8	Ultratronik
001BE9	Broadcom
001BEA	Nintendo
001BEB	DMPElectroni
001BEC	NetioTechnol
001BED	BrocadeCommu
001BEE	NokiaDanmark
001BEF	BlossomsDigi
001BF0	ValuePlatfor
001BF1	NanjingSilve
001BF2	KworldComput
001BF3	TRANSRADIOSe
001BF4	KenwinIndust
001BF5	TellinkSiste
001BF6	CONWISETechn
001BF7	LundIPProduc
001BF8	Digitrax
001BF9	IntellitectW
001BFA	GiNmbH
001BFB	Alpsalpine
001BFC	ASUSTekCOMPU
001BFD	Dignsys
001BFE	Zavio
001BFF	MillenniaMed
001C00	EntryPoint
001C01	ABBDrives
001C02	PanoLogic
001C03	BettyTVTechn
001C04	Airgain
001C05	NoninMedical
001C06	SiemensNumer
001C07	Cwlinux
001C08	Echo360
001C09	SAEElectroni
001C0A	AEETechnolog
001C0B	SmartAntTele
001C0C	TANITA
001C0D	GTechnology
001C0E	Cisco
001C0F	Cisco
001C10	CiscoLinksys
001C11	Commscope
001C12	Commscope
001C13	OptsysTechno
001C14	VMware
001C15	iPhotonix
001C16	ThyssenKrupp
001C17	NortelNetwor
001C18	Sicert
001C19	secunetSecur
001C1A	ThomasInstru
001C1B	Hyperstone
001C1C	CenterCommun
001C1D	ChenzhouGosp
001C1E	emtrion
001C1F	QuestRetailT
001C20	CLBBenelux
001C21	Nucsafe
001C22	AerisElettro
001C23	Dell
001C24	FormosaWirel
001C25	HonHaiPrecis
001C26	HonHaiPrecis
001C27	SunellElectr
001C28	SphaironTech
001C29	CoreDigitalE
001C2A	EnvisacorTec
001C2B	Hive
001C2C	Synapse
001C2D	FlexRadio
001C2E	HPNSupplyCha
001C2F	Pfister
001C30	ModeLighting
001C31	MobileXPTech
001C32	Telian
001C33	Sutron
001C34	HueyChiaoInt
001C35	NokiaDanmark
001C36	iNEWiT
001C37	Callpod
001C38	BioRadLabora
001C39	SNetsystems
001C3A	ElementLabs
001C3B	AmRoadTechno
001C3C	SeonDesign
001C3D	WaveStorm
001C3E	ECKey
001C3F	Internationa
001C40	VDGSecurity
001C41	scemtecTrans
001C42	Parallels
001C43	SamsungElect
001C44	ElectroVoice
001C45	ChenbroMicom
001C46	Qtum
001C47	HollysysAuto
001C48	WiDeFi
001C49	ZoltanTechno
001C4A	AVM
001C4B	Gener8
001C4C	PetrotestIns
001C4D	AplixIPHoldi
001C4E	TASAInternat
001C4F	Macab
001C50	TCLTechnolyE
001C51	CelenoCommun
001C52	Visionee
001C53	SynergyLight
001C54	HillstoneNet
001C55	KaifaTechnol
001C56	Pado
001C57	Cisco
001C58	Cisco
001C59	DevonIt
001C5A	AdvancedRela
001C5B	ChubbElectro
001C5C	IntegratedMe
001C5D	LeicaMicrosy
001C5E	ASTONFrance
001C5F	WinlandElect
001C60	CSPFrontierT
001C61	GalaxyMicros
001C62	LGElectronic
001C63	Truen
001C64	LandisGyr
001C65	JoeScan
001C66	Ucamp
001C67	PumpkinNetwo
001C68	AnhuiSunCrea
001C69	PacketVision
001C6A	WeissEnginee
001C6B	COVAX
001C6C	30805
001C6D	KyohritsuEle
001C6E	NewburyNetwo
001C6F	Emfit
001C70	NovacommLtda
001C71	EmergentElec
001C72	MayerCie
001C73	AristaNetwor
001C74	SyswanTechno
001C75	Segnet
001C76	WandsworthGr
001C77	Prodys
001C78	WyplaySas
001C79	CohesiveFina
001C7A	PerfectoneNe
001C7B	CastlenetTec
001C7C	Perq
001C7D	ExcelpointMa
001C7E	Toshiba
001C7F	CheckPointSo
001C80	NewBusinessD
001C81	NextGenVentu
001C82	GenewTechnol
001C83	NewLevelTele
001C84	STLSolution
001C85	Eunicorn
001C86	Cranite
001C87	Uriver
001C88	Transystem
001C89	ForceCommuni
001C8A	Cirrascale
001C8B	MJInnovation
001C8C	DialTechnolo
001C8D	MesaImaging
001C8E	AlcatelLucen
001C8F	AdvancedElec
001C90	Empacket
001C91	Gefen
001C92	Tervela
001C93	ExaDigm
001C94	LICORBioscie
001C95	Opticomm
001C96	LinkwiseTech
001C97	EnzytekTechn
001C98	LuckyTechnol
001C99	ShunraSoftwa
001C9A	NokiaDanmark
001C9B	FEIGELECTRON
001C9C	NortelNetwor
001C9D	Liecthi
001C9E	DualtechIT
001C9F	Razorstream
001CA0	ProductionRe
001CA1	AkamaiTechno
001CA2	ADBBroadband
001CA3	Terra
001CA4	Sony
001CA5	Zygo
001CA6	Win4NET
001CA7	Internationa
001CA8	AirTiesWirel
001CA9	Audiomatica
001CAA	Bellon
001CAB	MeyerSoundLa
001CAC	QniqTechnolo
001CAD	Telecommunic
001CAE	WiChorus
001CAF	PlatoNetwork
001CB0	Cisco
001CB1	Cisco
001CB2	Bpt
001CB3	Apple
001CB4	IridiumSatel
001CB5	NeihuaNetwor
001CB6	DuzonCNT
001CB7	USCDigiArk
001CB8	CBC
001CB9	KwangSungEle
001CBA	VerScient
001CBB	MusicianLink
001CBC	CastGrabber
001CBD	EzzeMobileTe
001CBE	Nintendo
001CBF	Intel
001CC0	Intel
001CC1	Commscope
001CC2	PartIIResear
001CC3	Commscope
001CC4	HewlettPacka
001CC5	3Com
001CC6	ProStor
001CC7	RembrandtTec
001CC8	INDUSTRONICI
001CC9	KaiseElectro
001CCA	GaozhiScienc
001CCB	ForthPublic
001CCC	BlackBerryRT
001CCD	Alektrona
001CCE	ByTechdesign
001CCF	Limetek
001CD0	Circleone
001CD1	WavesAudio
001CD2	KingChampion
001CD3	ZPEngineerin
001CD4	NokiaDanmark
001CD5	ZeeVee
001CD6	NokiaDanmark
001CD7	HarmanBecker
001CD8	BlueAntWirel
001CD9	GlobalTopTec
001CDA	ExeginTechno
001CDB	Carpoint
001CDC	CustomComput
001CDD	CowbellEngin
001CDE	InteractiveM
001CDF	BelkinIntern
001CE0	DasanTps
001CE1	IndraSistema
001CE2	AtteroTech
001CE3	Optimedical
001CE4	EleSy
001CE5	MBSElectroni
001CE6	Innes
001CE7	RoconResearc
001CE8	Cummins
001CE9	GalaxyTechno
001CEA	ScientificAt
001CEB	NortelNetwor
001CEC	Mobilesoft
001CED	Environnemen
001CEE	SHARP
001CEF	PrimaxElectr
001CF0	DLink
001CF1	SUPoXTechnol
001CF2	TenlonTechno
001CF3	EVSBroadcast
001CF4	MediaTechnol
001CF5	WiseblueTech
001CF6	Cisco
001CF7	AudioScience
001CF8	ParadeTechno
001CF9	Cisco
001CFA	Alarmcom
001CFB	Commscope
001CFC	SumitomoElec
001CFD	UniversalEle
001CFE	Quartics
001CFF	NaperaNetwor
001D00	Brivo
001D01	NeptuneDigit
001D02	CybertechTel
001D03	DesignSoluti
001D04	ZipitWireles
001D05	CooperLighti
001D06	HMElectronic
001D07	SangFeiConsu
001D08	JiangsuYinhe
001D09	Dell
001D0A	DavisInstrum
001D0B	PowerStandar
001D0C	MobileCompia
001D0D	SonyInteract
001D0E	AgaphaTechno
001D0F	TpLinkTechno
001D10	LightHausLog
001D11	AnalogueMicr
001D12	Rohm
001D13	NextGTV
001D14	SperadtoneIn
001D15	DolphinElect
001D16	Sfr
001D17	DigitalSky
001D18	PowerInnovat
001D19	Arcadyan
001D1A	OvisLink
001D1B	SangeanElect
001D1C	Gennet
001D1D	InterM
001D1E	KyushuTen
001D1F	SiauliuTauro
001D20	Comtrend
001D21	AlcadSL
001D22	FossAnalytic
001D23	Sensus
001D24	AclaraPowerL
001D25	SamsungElect
001D26	Rockridgesou
001D27	NacIntercom
001D28	Sony
001D29	Doro
001D2A	BulTech
001D2B	PontTechnolo
001D2C	WavetrendTec
001D2D	Pylone
001D2E	RuckusWirele
001D2F	QuantumVisio
001D30	YXWireless
001D31	HighproInter
001D32	LongkayCommu
001D33	Maverick
001D34	SYRISTechnol
001D35	ViconicsElec
001D36	ElectronicsI
001D37	ThalesPandaT
001D38	SeagateTechn
001D39	Moohadigital
001D3A	mhacoustics
001D3B	NokiaDanmark
001D3C	Muscle
001D3D	Avidyne
001D3E	SakaTechnoSc
001D3F	Mitron
001D40	Intel–GECare
001D41	HardyInstrum
001D42	NortelNetwor
001D43	GlinkDigital
001D44	Krohne
001D45	Cisco
001D46	Cisco
001D47	Covote
001D48	SensorTechni
001D49	InnovationWi
001D4A	CarestreamHe
001D4B	GridConnect
001D4C	AlcatelLucen
001D4D	AdaptiveReco
001D4E	TCMMobile
001D4F	Apple
001D50	Spinetix
001D51	BabcockWilco
001D52	Defzone
001D53	S&OElectroni
001D54	SunnicTechno
001D55	ZANTAZ
001D56	KramerElectr
001D57	CAETECMesste
001D58	CQ
001D59	MitraEnergyI
001D5A	2Wire
001D5B	TecvanInform
001D5C	TomCommunica
001D5D	ControlDynam
001D5E	ComingMedia
001D5F	OverSpeed
001D60	ASUSTekCOMPU
001D61	BIJ
001D62	InPhaseTechn
001D63	MieleCie
001D64	AdamCommunic
001D65	MicrowaveRad
001D66	HyundaiTelec
001D67	Amec
001D68	ThomsonTelec
001D69	KnorrBremseI
001D6A	AlphaNetwork
001D6B	Commscope
001D6C	ClariPhyComm
001D6D	ConfidantInt
001D6E	NokiaDanmark
001D6F	ChainzoneTec
001D70	Cisco
001D71	Cisco
001D72	Wistron
001D73	Buffalo
001D74	TianjinChina
001D75	Radioscape
001D76	Eyeheight
001D77	NSGate
001D78	InvengoInfor
001D79	Signamax
001D7A	WidebandSemi
001D7B	IceEnergy
001D7C	ABEElettroni
001D7D	GigaByteTech
001D7E	CiscoLinksys
001D7F	TekronIntern
001D80	HuahuanEletr
001D81	GuangzhouGat
001D82	GNNetcom
001D83	Emitech
001D84	Gateway
001D85	CallDirectCe
001D86	ShinwaIndust
001D87	VigTechLabsS
001D88	Clearwire
001D89	VaultStor
001D8A	TechTrex
001D8B	ADBBroadband
001D8C	LaCrosseTech
001D8D	FlukeProcess
001D8E	Alereon
001D8F	PureWaveNetw
001D90	EMCOFlow
001D91	Digitize
001D92	MicroStarInt
001D93	Modacom
001D94	ClimaxTechno
001D95	Flash
001D96	WatchGuardVi
001D97	AlertusTechn
001D98	NokiaDanmark
001D99	CyanOptic
001D9A	GodexInterna
001D9B	HokuyoAutoma
001D9C	RockwellAuto
001D9D	ArtjoyIntern
001D9E	AxionTechnol
001D9F	MATTRPTraczy
001DA0	HengYuElectr
001DA1	Cisco
001DA2	Cisco
001DA3	SabiOso
001DA4	SystemTechno
001DA5	WBElectronic
001DA6	MediaNumeric
001DA7	SeamlessInte
001DA8	TakahataElec
001DA9	CastlesTechn
001DAA	DrayTek
001DAB	SwissQualLic
001DAC	Gigamon
001DAD	SinotechEngi
001DAE	ChangTsengTe
001DAF	NortelNetwor
001DB0	FuJianHengTo
001DB1	CrescendoNet
001DB2	HokkaidoElec
001DB3	HPNSupplyCha
001DB4	KumhoEng
001DB5	JuniperNetwo
001DB6	BestCommNetw
001DB7	TendrilNetwo
001DB8	Intoto
001DB9	WellspringWi
001DBA	Sony
001DBB	DynamicSyste
001DBC	Nintendo
001DBD	Versamed
001DBE	Commscope
001DBF	RadiientTech
001DC0	EnphaseEnerg
001DC1	AudinateL
001DC2	Xortec
001DC3	RIKORTV
001DC4	AIOI
001DC5	JiaxunFeihon
001DC6	SNR
001DC7	L3Communicat
001DC8	NavionicsRes
001DC9	GainSpan
001DCA	PAVElectroni
001DCB	ExénsDevelop
001DCC	AyonCyberSec
001DCD	Commscope
001DCE	Commscope
001DCF	Commscope
001DD0	Commscope
001DD1	Commscope
001DD2	Commscope
001DD3	Commscope
001DD4	Commscope
001DD5	Commscope
001DD6	Commscope
001DD7	Algolith
001DD8	Microsoft
001DD9	HonHaiPrecis
001DDA	Mikroelektro
001DDB	CBEL
001DDC	DeChangLongT
001DDD	DatHK
001DDE	ZhejiangBroa
001DDF	SunitecEnter
001DE0	Intel
001DE1	Intel
001DE2	RadionorComm
001DE3	Intuicom
001DE4	VisioneeredI
001DE5	Cisco
001DE6	Cisco
001DE7	MarineSonicT
001DE8	NikkoDenkiTs
001DE9	NokiaDanmark
001DEA	CommtestInst
001DEB	DINECInterna
001DEC	Marusys
001DED	GridNet
001DEE	NextvisionSi
001DEF	Trimm
001DF0	Vidient
001DF1	Intego
001DF2	Netflix
001DF3	SBSScienceTe
001DF4	MagellanTech
001DF5	Sunshine
001DF6	SamsungElect
001DF7	RSTAHLSchalt
001DF8	WebproVision
001DF9	Cybiotronics
001DFA	FujianLANDIC
001DFB	NETCLEUS
001DFC	Ksic
001DFD	NokiaDanmark
001DFE	Palm
001DFF	NetworkCriti
001E00	ShantouInsti
001E01	RenesasTechn
001E02	SougouKeikak
001E03	LiComm
001E04	HansonResear
001E05	XseedTechnol
001E06	Wibrain
001E07	WinyTechnolo
001E08	CentecNetwor
001E09	ZEFATEK
001E0A	SybaTech
001E0B	HewlettPacka
001E0C	SherwoodInfo
001E0D	Micran
001E0E	MaxiViewHold
001E0F	BriotInterna
001E10	HuaweiTechno
001E11	EleluxIntern
001E12	Ecolab
001E13	Cisco
001E14	Cisco
001E15	BeechHillEle
001E16	Keytronix
001E17	Stn
001E18	RadioActivit
001E19	Gtri
001E1A	BestSourceTa
001E1B	DigitalStrea
001E1C	SWSAustralia
001E1D	EastCoastDat
001E1E	HoneywellLif
001E1F	NortelNetwor
001E20	Intertain
001E21	Qisda
001E22	ARVOOImaging
001E23	ElectronicEd
001E24	ZhejiangBell
001E25	IntekDigital
001E26	Digifriends
001E27	SBNTECH
001E28	Lumexis
001E29	Hypertherm
001E2A	Netgear
001E2B	RadioDesign
001E2C	CyVerse
001E2D	Stim
001E2E	SIRTI
001E2F	DiMoto
001E30	Shireen
001E31	infomark
001E32	Zensys
001E33	Inventec
001E34	CryptoMetric
001E35	Nintendo
001E36	Ipte
001E37	UniversalGlo
001E38	BluecardSoft
001E39	ComsysCommun
001E3A	NokiaDanmark
001E3B	NokiaDanmark
001E3C	LyngboxMedia
001E3D	Alpsalpine
001E3E	KMW
001E3F	TrellisWareT
001E40	DareGlobalTe
001E41	MicrowaveCom
001E42	Teltonika
001E43	Aisin
001E44	Santec
001E45	Sony
001E46	Commscope
001E47	PTHariffDaya
001E48	WiLinks
001E49	Cisco
001E4A	Cisco
001E4B	CityTheatric
001E4C	HonHaiPrecis
001E4D	WelkinScienc
001E4E	DAKOEDVIngen
001E4F	Dell
001E50	BattistoniRe
001E51	ConverterInd
001E52	Apple
001E53	FurtherTech
001E54	TOYOELECTRIC
001E55	COWON
001E56	BallyWulffEn
001E57	ALCOMAspolsr
001E58	DLink
001E59	SiliconTurnk
001E5A	Commscope
001E5B	Unitron
001E5C	RBGeneralEko
001E5D	Holosysdoo
001E5E	COmputime
001E5F	KwikByte
001E60	DigitalLight
001E61	ITEC
001E62	Siemon
001E63	VibroMeter
001E64	Intel
001E65	Intel
001E66	RESOLElektro
001E67	Intel
001E68	QuantaComput
001E69	Thomson
001E6A	BluexonTechn
001E6B	CiscoSPVTG
001E6C	Opaque
001E6D	ITR&DCenter
001E6E	FirstMileCom
001E6F	MagnaPowerEl
001E70	Chelton
001E71	MIrcomGroupC
001E72	Pcs
001E73	zte
001E74	SagemcomBroa
001E75	LGElectronic
001E76	ThermoFisher
001E77	Air2App
001E78	OwitekTechno
001E79	Cisco
001E7A	Cisco
001E7B	RI
001E7C	Taiwick
001E7D	SamsungElect
001E7E	NortelNetwor
001E7F	CBMAmerica
001E80	Icotera
001E81	CNBTechnolog
001E82	SanDisk
001E83	LANMANStanda
001E84	PikaTechnolo
001E85	Lagotek
001E86	MEL
001E87	Realease
001E88	AndorSystemS
001E89	CRFS
001E8A	eCopy
001E8B	InfraAccessK
001E8C	ASUSTekCOMPU
001E8D	Commscope
001E8E	Hunkeler
001E8F	Canon
001E90	ElitegroupCo
001E91	KIMINElectro
001E92	Jeulin
001E93	CiriTech
001E94	SupercomTech
001E95	Sigmalink
001E96	Sepura
001E97	MediumLinkSy
001E98	GreenLineCom
001E99	VantanolIndu
001E9A	HAMILTONBona
001E9B	SanEisha
001E9C	Fidustron
001E9D	RecallTechno
001E9E	ddmhoptschul
001E9F	Visioneering
001EA0	XLNt
001EA1	Brunata
001EA2	Symx
001EA3	NokiaDanmark
001EA4	NokiaDanmark
001EA5	ROBOTOUS
001EA6	BestITWorld
001EA7	ActiontecEle
001EA8	DatangMobile
001EA9	Nintendo
001EAA	ESenzaTechno
001EAB	TeleWell
001EAC	Armadeus
001EAD	WingtechGrou
001EAE	AUMOVIO
001EAF	OphirOptroni
001EB0	ImesDElectro
001EB1	Cryptsoft
001EB2	LGInnotek
001EB3	PrimexWirele
001EB4	UnifatTechno
001EB5	EverSparkleT
001EB6	TAGHeuer
001EB7	TBTech
001EB8	Aloys
001EB9	SingFaiTechn
001EBA	HighDensityD
001EBB	BluelightTec
001EBC	WintechAutom
001EBD	Cisco
001EBE	Cisco
001EBF	HaasAutomati
001EC0	MicrochipTec
001EC1	3ComEurope
001EC2	Apple
001EC3	Kozio
001EC4	Celio
001EC5	MiddleAtlant
001EC6	LevitonManuf
001EC7	2Wire
001EC8	RapidMobile
001EC9	Dell
001ECA	NortelNetwor
001ECB	RPCEnergoaut
001ECC	Cdvi
001ECD	KYLANDTechno
001ECE	BISATechnolo
001ECF	PhilipsElect
001ED0	Ingespace
001ED1	TKHSecurity
001ED2	RayShineVide
001ED3	DotTechnolog
001ED4	DobleEnginee
001ED5	TekonAutomat
001ED6	AlentecOrion
001ED7	HStreamWirel
001ED8	DigitalUnite
001ED9	MitsubishiPr
001EDA	WesemannElek
001EDB	GikenTrastem
001EDC	Sony
001EDD	Wasko
001EDE	Byd
001EDF	MasterIndust
001EE0	Urmet
001EE1	SamsungElect
001EE2	SamsungElect
001EE3	T&WElectroni
001EE4	ACSSolutions
001EE5	CiscoLinksys
001EE6	AdvancedVide
001EE7	Epic
001EE8	Mytek
001EE9	StoneridgeEl
001EEA	SensorSwitch
001EEB	TalkAPhone
001EEC	CompalInform
001EED	Adventiq
001EEE	ETL
001EEF	CantronicInt
001EF0	GigafinNetwo
001EF1	Servimat
001EF2	MicroMotion
001EF3	From2
001EF4	L3Communicat
001EF5	HitekAutomat
001EF6	Cisco
001EF7	Cisco
001EF8	Emfinity
001EF9	PascomKommun
001EFA	PROTEI
001EFB	TrioMotionTe
001EFC	JscMassaK
001EFD	Microbit20
001EFE	LEVELsro
001EFF	MuellerElekt
001F00	NokiaDanmark
001F01	NokiaDanmark
001F02	PixelmetrixP
001F03	Num
001F04	Granch
001F05	iTASTechnolo
001F06	IntegratedDi
001F07	AZTEQMobile
001F08	Risco
001F09	Jastec
001F0A	NortelNetwor
001F0B	FederalState
001F0C	IntelligentD
001F0D	L3Communicat
001F0E	JapanKyastem
001F0F	SelectEngine
001F10	ToledoDoBras
001F11	Openmoko
001F12	JuniperNetwo
001F13	S
001F14	NexG
001F15	Bioscrypt
001F16	Wistron
001F17	IDX
001F18	HakusanMfg
001F19	BenRiElectro
001F1A	Prominvest
001F1B	RoyalTek
001F1C	KOBISHIELECT
001F1D	AtlasMateria
001F1E	AstecTechnol
001F1F	EdimaxTechno
001F20	LogitechEuro
001F21	InnerMongoli
001F22	SourcePhoton
001F23	DGSDiagnosti
001F24	DigitviewTec
001F25	MBS
001F26	Cisco
001F27	Cisco
001F28	HPNSupplyCha
001F29	HewlettPacka
001F2A	Accm
001F2B	OrangeLogic
001F2C	StarbridgeNe
001F2D	ElectroOptic
001F2E	TriangleRese
001F2F	Berker
001F30	Travelping
001F31	Radiocomp
001F32	Nintendo
001F33	Netgear
001F34	LungHwaElect
001F35	Air802
001F36	BellwinInfor
001F37	GenesisI&C
001F38	Positron
001F39	Construccion
001F3A	HonHaiPrecis
001F3B	Intel
001F3C	Intel
001F3D	Qbit
001F3E	RPTechnikeK
001F3F	AVM
001F40	Speakercraft
001F41	RuckusWirele
001F42	Etherstack
001F43	EntesElektro
001F44	GETransporta
001F45	Enterasys
001F46	NortelNetwor
001F47	MCSLogic
001F48	Mojix
001F49	ManhattanTV
001F4A	Albentia
001F4B	LineagePower
001F4C	RosemanEngin
001F4D	Segnetics
001F4E	ConMedLinvat
001F4F	Thinkware
001F50	Swissdis
001F51	HDCommunicat
001F52	UVTUnternehm
001F53	GEMACChemnit
001F54	LorexTechnol
001F55	HoneywellSec
001F56	DigitalForec
001F57	PhonikInnova
001F58	EMHEnergieme
001F59	KronbackTrac
001F5A	BeckwithElec
001F5B	Apple
001F5C	NokiaDanmark
001F5D	NokiaDanmark
001F5E	DynaTechnolo
001F5F	Blatand
001F60	Compass
001F61	TalentCommun
001F62	JSCStilsoft
001F63	JSCGoodwinEu
001F64	AutelanTechn
001F65	KoreaElectri
001F66	Planar
001F67	Hitachi
001F68	MartinssonEl
001F69	PingoodTechn
001F6A	PacketFluxTe
001F6B	LGElectronic
001F6C	Cisco
001F6D	Cisco
001F6E	VtechEnginee
001F6F	FujianSunnad
001F70	BotikTechnol
001F71	xGTechnology
001F72	QingDaoHipho
001F73	TeraviewTech
001F74	EigenDevelop
001F75	GiBahnMedia
001F76	AirLogic
001F77	HeolDesign
001F78	BlueFoxPorin
001F79	LodamElectro
001F7A	WiWide
001F7B	TechNexion
001F7C	WitelcomAS
001F7D	EmbeddedWire
001F7E	Commscope
001F7F	Phabrix
001F80	Lucas
001F81	AccelSemicon
001F82	CalCompElect
001F83	TeleplanTech
001F84	GigleSemicon
001F85	AprivaISS
001F86	digEcor
001F87	Skydigital
001F88	FMSForceMeas
001F89	Signalion
001F8A	EllionDigita
001F8B	CacheIQ
001F8C	CCS
001F8D	Ingenieurbue
001F8E	MetrisUSA
001F8F	BellmannDigi
001F90	ActiontecEle
001F91	DBSLodgingTe
001F92	MotorolaSolu
001F93	Xiotech
001F94	LascarElectr
001F95	SagemcomBroa
001F96	Aprotech
001F97	BERTANA
001F98	DaiichiDents
001F99	SERONICS
001F9A	NortelNetwor
001F9B	Posbro
001F9C	Havis
001F9D	Cisco
001F9E	Cisco
001F9F	ThomsonTelec
001FA0	A10Networks
001FA1	Gtran
001FA2	DatronWorldC
001FA3	T&WElectroni
001FA4	GongjinElect
001FA5	BlueWhiteInd
001FA6	Stilo
001FA7	SonyInteract
001FA8	SmartEnergyI
001FA9	AtlantaDTH
001FAA	Taseon
001FAB	ISHighTech
001FAC	Goodmill
001FAD	BrownInnovat
001FAE	BlickSouthAf
001FAF	NextIO
001FB0	TimeIPS
001FB1	Cybertech
001FB2	SontheimIndu
001FB3	2Wire
001FB4	SmartShare
001FB5	IOInterconne
001FB6	ChiLinTechno
001FB7	WiMateTechno
001FB8	UniversalRem
001FB9	Paltronics
001FBA	BoyoungTech
001FBB	Xenatech
001FBC	EVGA
001FBD	KyoceraWirel
001FBE	MopnetIndust
001FBF	FulhuaMicroe
001FC0	ControlExpre
001FC1	HanlongTechn
001FC2	JowTongTechn
001FC3	SmartSynch
001FC4	Commscope
001FC5	Nintendo
001FC6	ASUSTekCOMPU
001FC7	CasioHitachi
001FC8	UpTodayIndus
001FC9	Cisco
001FCA	Cisco
001FCB	NIWSolutions
001FCC	SamsungElect
001FCD	SamsungElect
001FCE	Qtech
001FCF	MSITechnolog
001FD0	GigaByteTech
001FD1	Optex
001FD2	CommtechTech
001FD3	RIVANetworks
001FD4	4Ipnet
001FD5	MICRORISCsro
001FD6	Allywll
001FD7	Telerad
001FD8	ATrustComput
001FD9	RSDCommunica
001FDA	NortelNetwor
001FDB	NetworkSuppl
001FDC	MobileSafeTr
001FDD	Gdi
001FDE	NokiaDanmark
001FDF	NokiaDanmark
001FE0	EdgeVelocity
001FE1	HonHaiPrecis
001FE2	HonHaiPrecis
001FE3	LGElectronic
001FE4	Sony
001FE5	InCircuit
001FE6	Alphion
001FE7	Simet
001FE8	KURUSUGAWAEl
001FE9	Printrex
001FEA	AppliedMedia
001FEB	TrioDatacom
001FEC	SynapseÉlect
001FED	Tecan
001FEE	ubisystechno
001FEF	ShinseiIndus
001FF0	AudioPartner
001FF1	ParadoxHella
001FF2	VIATechnolog
001FF3	Apple
001FF4	PowerMonitor
001FF5	KongsbergDef
001FF6	PSAudioInter
001FF7	NakajimaAllP
001FF8	SiemensSecto
001FF9	AdvancedKnow
001FFA	Coretree
001FFB	GreenPacketB
001FFC	RicciusSohn
001FFD	IndigoMobile
001FFE	HPNSupplyCha
001FFF	Respironics
002000	LexmarkInter
002001	DspSolutions
002002	SeritechEnte
002003	PixelPower
002004	YamatakeHone
002005	SimpleTechno
002006	GarrettCommu
002007	Sfa
002008	CableCompute
002009	PackardBellE
00200A	SourceComm
00200B	Octagon
00200C	Adastra
00200D	CarlZeiss
00200E	NSSLGlobalTe
00200F	EBRAINS
002010	JeolSystemTe
002011	Canopus
002012	CamtronicsMe
002013	DiversifiedT
002014	GlobalView
002015	ActisCompute
002016	ShowaElectri
002017	Orbotech
002018	CisTechnolog
002019	Ohler
00201A	MRVCommunica
00201B	NorthernTele
00201C	Excel
00201D	KatanaProduc
00201E	Netquest
00201F	BestPowerTec
002020	MegatronComp
002021	AlgorithmsSo
002022	NMSCommunica
002023	TCTechnologi
002024	PacificCommu
002025	ControlTechn
002026	Amkly
002027	MingFortuneI
002028	WestEgg
